Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","222","El Salvador","60850","Number","2700304","Holdings with land size >=1000","1950","1950","No","145","A","Official figure",""
"WCAD","Structural data from agricultural censuses","222","El Salvador","60850","Number","2700304","Holdings with land size >=1000","1960","1961","No","124","A","Official figure",""
"WCAD","Structural data from agricultural censuses","222","El Salvador","60850","Number","2700304","Holdings with land size >=1000","1970","1970/71","No","63","A","Official figure",""
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270066","Holdings without land","2010","2010","No","150","A","Official figure","Holdings without UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270066","Holdings without land","2020","2020","No","240","A","Official figure",""
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270030","Holdings with land size 0-<1","2000","2001","No","13450","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","728","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270030","Holdings with land size 0-<1","2020","2020","No","72","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270031","Holdings with land size 1-<2","1930","1929","No","3975","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270031","Holdings with land size 1-<2","2000","2001","No","14065","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","1482","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270031","Holdings with land size 1-<2","2020","2020","No","148","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","1441","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270032","Holdings with land size 2-<3","2020","2020","No","244","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270033","Holdings with land size 2-<5","1930","1929","No","19481","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270033","Holdings with land size 2-<5","2000","2001","No","16545","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","1433","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270034","Holdings with land size 3-<4","2020","2020","No","243","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","1376","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270035","Holdings with land size 4-<5","2020","2020","No","233","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270036","Holdings with land size 5-<10","1930","1929","No","21600","A","Official figure",""
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270036","Holdings with land size 5-<10","2000","2001","No","10818","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","4070","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270036","Holdings with land size 5-<10","2020","2020","No","2910","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270037","Holdings with land size 10-<20","1930","1929","No","34977","A","Official figure",""
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270037","Holdings with land size 10-<20","2000","2001","No","7759","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","3470","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270037","Holdings with land size 10-<20","2020","2020","No","2260","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270038","Holdings with land size 20-<50","1930","1929","No","46420","A","Official figure",""
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270038","Holdings with land size 20-<50","2000","2001","No","4239","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","2650","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270038","Holdings with land size 20-<50","2020","2020","No","2040","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270039","Holdings with land size 50-<100","1930","1929","No","6433","A","Official figure",""
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270039","Holdings with land size 50-<100","2000","2001","No","973","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","1090","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","270039","Holdings with land size 50-<100","2020","2020","No","1040","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","2700300","Holdings with land size 100-<200","1930","1929","No","471","A","Official figure",""
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","2700300","Holdings with land size 100-<200","2000","2001","No","1020","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","1720","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","233","Estonia","60850","Number","2700300","Holdings with land size 100-<200","2020","2020","No","1930","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","748","Eswatini","60850","Number","270030","Holdings with land size 0-<1","1970","1972","No","10303","A","Official figure",""
"WCAD","Structural data from agricultural censuses","748","Eswatini","60850","Number","270031","Holdings with land size 1-<2","1970","1972","No","7766","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","748","Eswatini","60850","Number","270033","Holdings with land size 2-<5","1970","1972","No","16014","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","748","Eswatini","60850","Number","270036","Holdings with land size 5-<10","1970","1972","No","4725","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270066","Holdings without land","1980","1977","No","159900","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270030","Holdings with land size 0-<1","1980","1977","No","2237400","A","Official figure","Data refer to individual holdings only."
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270030","Holdings with land size 0-<1","1990","1989-1992","No","4392500","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270030","Holdings with land size 0-<1","2000","2001/02","No","6762166","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270031","Holdings with land size 1-<2","1980","1977","No","1278200","A","Official figure","Data refer to individual holdings only."
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270031","Holdings with land size 1-<2","1990","1989-1992","No","1227640","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270031","Holdings with land size 1-<2","2000","2001/02","No","2612288","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270033","Holdings with land size 2-<5","1980","1977","No","949600","A","Official figure","Data refer to individual holdings only."
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270033","Holdings with land size 2-<5","1990","1989-1992","No","452670","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270033","Holdings with land size 2-<5","2000","2001/02","No","1276773","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270036","Holdings with land size 5-<10","1980","1977","No","164000","A","Official figure","Data refer to individual holdings only."
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270036","Holdings with land size 5-<10","1990","1989-1992","No","18040","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270036","Holdings with land size 5-<10","2000","2001/02","No","97037","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270037","Holdings with land size 10-<20","1980","1977","No","8200","A","Official figure","Data refer to individual holdings only."
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270037","Holdings with land size 10-<20","1990","1989-1992","No","990","A","Official figure",""
"WCAD","Structural data from agricultural censuses","231","Ethiopia","60850","Number","270037","Holdings with land size 10-<20","2000","2001/02","No","10333","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270066","Holdings without land","2020","2020","No","2567","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270030","Holdings with land size 0-<1","1970","1968/69","No","8156","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270030","Holdings with land size 0-<1","1980","1978/79","No","42662","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270030","Holdings with land size 0-<1","1990","1991","No","41320","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270030","Holdings with land size 0-<1","2010","2009","No","28564","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270030","Holdings with land size 0-<1","2020","2020","No","44477","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270031","Holdings with land size 1-<2","1970","1968/69","No","3697","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270031","Holdings with land size 1-<2","1980","1978/79","No","4427","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270031","Holdings with land size 1-<2","1990","1991","No","11211","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270031","Holdings with land size 1-<2","2010","2009","No","9212","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270031","Holdings with land size 1-<2","2020","2020","No","7701","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270032","Holdings with land size 2-<3","2010","2009","No","7991","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270032","Holdings with land size 2-<3","2020","2020","No","6680","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270033","Holdings with land size 2-<5","1970","1968/69","No","8037","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270033","Holdings with land size 2-<5","1980","1978/79","No","9283","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270033","Holdings with land size 2-<5","1990","1991","No","18703","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270034","Holdings with land size 3-<4","2010","2009","No","4221","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270034","Holdings with land size 3-<4","2020","2020","No","2270","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270035","Holdings with land size 4-<5","2010","2009","No","3691","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270035","Holdings with land size 4-<5","2020","2020","No","1985","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270036","Holdings with land size 5-<10","1970","1968/69","No","7981","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270036","Holdings with land size 5-<10","1980","1978/79","No","5382","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270036","Holdings with land size 5-<10","1990","1991","No","12703","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270036","Holdings with land size 5-<10","2010","2009","No","6917","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270036","Holdings with land size 5-<10","2020","2020","No","3000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270037","Holdings with land size 10-<20","1970","1968/69","No","3671","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270037","Holdings with land size 10-<20","1980","1978/79","No","2427","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270037","Holdings with land size 10-<20","1990","1991","No","6332","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270037","Holdings with land size 10-<20","2010","2009","No","3041","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270037","Holdings with land size 10-<20","2020","2020","No","1355","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270038","Holdings with land size 20-<50","1970","1968/69","No","1478","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270038","Holdings with land size 20-<50","1980","1978/79","No","1409","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270038","Holdings with land size 20-<50","1990","1991","No","3173","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270038","Holdings with land size 20-<50","2010","2009","No","990","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270038","Holdings with land size 20-<50","2020","2020","No","598","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270039","Holdings with land size 50-<100","1970","1968/69","No","501","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270039","Holdings with land size 50-<100","1980","1978/79","No","786","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270039","Holdings with land size 50-<100","1990","1991","No","1407","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270039","Holdings with land size 50-<100","2010","2009","No","285","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","270039","Holdings with land size 50-<100","2020","2020","No","145","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","2700300","Holdings with land size 100-<200","1990","1991","No","551","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","2700300","Holdings with land size 100-<200","2010","2009","No","126","A","Official figure",""
"WCAD","Structural data from agricultural censuses","242","Fiji","60850","Number","2700300","Holdings with land size 100-<200","2020","2020","No","213","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270066","Holdings without land","2010","2010","No","400","A","Official figure","Holdings without UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270066","Holdings without land","2020","2020","No","250","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270030","Holdings with land size 0-<1","1930","1929/30","No","37987","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270030","Holdings with land size 0-<1","1950","1950","No","76227","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270030","Holdings with land size 0-<1","1960","1959/60","No","56699","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","474","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270030","Holdings with land size 0-<1","2020","2020","No","194","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","1930","1929/30","No","40114","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","1950","1950","No","127678","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","1960","1959/60","No","46485","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","1970","1969/70","No","33573","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","1980","1980","No","20673","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","1990","1990","No","27114","A","Official figure","Arable area. < 2 ha"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","2000","1999/00","No","2750","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","966","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270031","Holdings with land size 1-<2","2020","2020","No","396","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","1471","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270032","Holdings with land size 2-<3","2020","2020","No","190","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270033","Holdings with land size 2-<5","1930","1929/30","No","78792","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270033","Holdings with land size 2-<5","1950","1950","No","99400","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270033","Holdings with land size 2-<5","1960","1959/60","No","101173","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270033","Holdings with land size 2-<5","1970","1969/70","No","75223","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270033","Holdings with land size 2-<5","1980","1980","No","48771","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270033","Holdings with land size 2-<5","1990","1990","No","41901","A","Official figure","Arable area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270033","Holdings with land size 2-<5","2000","1999/00","No","5780","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","1464","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270034","Holdings with land size 3-<4","2020","2020","No","189","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","1405","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270035","Holdings with land size 4-<5","2020","2020","No","181","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","1930","1929/30","No","62584","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","1950","1950","No","88434","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","1960","1959/60","No","101848","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","1970","1969/70","No","97935","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","1980","1980","No","69172","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","1990","1990","No","42786","A","Official figure","Arable area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","2000","1999/00","No","11120","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","7970","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270036","Holdings with land size 5-<10","2020","2020","No","6140","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","1930","1929/30","No","41941","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","1950","1950","No","54276","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","1960","1959/60","No","62224","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","1970","1969/70","No","67989","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","1980","1980","No","56806","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","1990","1990","No","47665","A","Official figure","Arable area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","2000","1999/00","No","20220","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","13340","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270037","Holdings with land size 10-<20","2020","2020","No","8810","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","1930","1929/30","No","22056","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","1950","1950","No","18133","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","1960","1959/60","No","17961","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","1970","1969/70","No","20625","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","1980","1980","No","26346","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","1990","1990","No","35108","A","Official figure","Arable area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","2000","1999/00","No","30360","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","21730","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270038","Holdings with land size 20-<50","2020","2020","No","14090","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","1930","1929/30","No","2865","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","1950","1950","No","1284","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","1960","1959/60","No","1335","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","1970","1969/70","No","1620","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","1980","1980","No","2566","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","1990","1990","No","4311","A","Official figure","Arable area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","2000","1999/00","No","9270","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","10840","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","270039","Holdings with land size 50-<100","2020","2020","No","9250","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","1930","1929/30","No","832","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","1950","1950","No","223","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","1960","1959/60","No","237","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","1970","1969/70","No","292","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","1980","1980","No","387","A","Official figure",""
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","1990","1990","No","500","A","Official figure","Arable area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","2000","1999/00","No","1700","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","3820","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","246","Finland","60850","Number","2700300","Holdings with land size 100-<200","2020","2020","No","5950","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270066","Holdings without land","2010","2010","No","9490","A","Official figure","Holdings without UAA"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270066","Holdings without land","2020","2020","No","4500","A","Official figure",""
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270030","Holdings with land size 0-<1","1960","1963","No","94010","A","Official figure",""
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270030","Holdings with land size 0-<1","1970","1970/71","No","166719","A","Official figure",""
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270030","Holdings with land size 0-<1","1980","1980","No","119671","A","Official figure",""
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270030","Holdings with land size 0-<1","1990","1988","No","78685","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","21933","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270030","Holdings with land size 0-<1","2020","2020","No","12590","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270031","Holdings with land size 1-<2","1960","1963","No","153740","A","Official figure",""
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270031","Holdings with land size 1-<2","1970","1970/71","No","115873","A","Official figure",""
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270031","Holdings with land size 1-<2","1980","1980","No","87930","A","Official figure",""
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270031","Holdings with land size 1-<2","1990","1988","No","72248","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270031","Holdings with land size 1-<2","2000","1999/00","No","111740","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","44647","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270031","Holdings with land size 1-<2","2020","2020","No","25630","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","21249","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","250","France","60850","Number","270032","Holdings with land size 2-<3","2020","2020","No","11694","E","Estimated value","UAA. Interpolated data"
